filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
Dataset/blues\blues.00000.wav,-113.59882354736328,121.57067108154297,-19.162261962890625,42.36394119262695,-6.3622660636901855,18.621931076049805,-13.69973373413086,15.339802742004395,-12.274304389953613,10.970945358276367,-8.326061248779297,8.802087783813477,-3.6699411869049072,blues
Dataset/blues\blues.00001.wav,-207.52383422851562,123.98513793945312,8.94701862335205,35.867149353027344,2.909594774246216,21.519472122192383,-8.556512832641602,23.370676040649414,-10.103608131408691,11.899242401123047,-5.558824062347412,5.377876281738281,-2.2344918251037598,blues
Dataset/blues\blues.00002.wav,-90.75716400146484,140.4408721923828,-29.08454704284668,31.68669319152832,-13.976547241210938,25.753751754760742,-13.664990425109863,11.634442329406738,-11.778322219848633,9.71475601196289,-13.125313758850098,5.7912468910217285,-8.901968002319336,blues
Dataset/blues\blues.00003.wav,-199.57513427734375,150.0861053466797,5.6634039878845215,26.85527801513672,1.770071268081665,14.232646942138672,-4.827845096588135,9.286852836608887,-0.7561201453208923,8.134434700012207,-3.200026035308838,6.078081130981445,-2.478445053100586,blues
Dataset/blues\blues.00004.wav,-160.3541717529297,126.20948028564453,-35.58139419555664,22.13925552368164,-32.473548889160156,10.850702285766602,-23.35007095336914,0.4932491183280945,-11.796538352966309,1.2035192251205444,-13.084959030151367,-2.810499429702759,-6.9344706535339355,blues
Dataset/blues\blues.00005.wav,-177.80174255371094,118.20316314697266,-17.570629119873047,30.760927200317383,-21.7425537109375,11.919262886047363,-20.734298706054688,3.185288190841675,-8.580818176269531,-0.9328851103782654,-11.772245407104492,-2.4087636470794678,-9.348445892333984,blues
Dataset/blues\blues.00006.wav,-190.0688018798828,130.27023315429688,-36.36211395263672,33.03621292114258,11.093892097473145,-0.5918818712234497,-20.89026641845703,0.2784424126148224,-6.496385097503662,-5.512735366821289,-7.8474040031433105,-3.124300718307495,-6.602821350097656,blues
Dataset/blues\blues.00007.wav,-179.37229919433594,136.44833374023438,-26.662588119506836,39.965450286865234,5.31089448928833,10.919133186340332,-20.559534072875977,8.5033597946167,-11.349763870239258,-3.470554828643799,-8.415842056274414,-6.957211017608643,-3.5460426807403564,blues
Dataset/blues\blues.00008.wav,-121.3897933959961,122.49832916259766,-14.734728813171387,46.122135162353516,-8.179258346557617,20.172466278076172,-19.171894073486328,23.036836624145508,-11.83272933959961,21.15465545654297,-6.722797393798828,6.989505767822266,-12.730548858642578,blues
Dataset/blues\blues.00009.wav,-213.2642364501953,115.16475677490234,-11.698169708251953,39.015357971191406,-20.348329544067383,13.082701683044434,-9.182700157165527,9.017151832580566,-14.1043119430542,4.271254062652588,-6.050780296325684,3.7858355045318604,0.22263547778129578,blues
Dataset/blues\blues.00010.wav,-173.81045532226562,137.17355346679688,-23.723031997680664,26.979677200317383,-16.67521095275879,4.194730281829834,-12.57178783416748,5.851668834686279,-2.87695050239563,-1.1783808469772339,-1.9682403802871704,1.8011796474456787,-3.0069503784179688,blues
Dataset/blues\blues.00011.wav,-287.931884765625,124.0107650756836,5.467447757720947,33.66307067871094,1.0916539430618286,14.703699111938477,-4.881141662597656,8.668891906738281,0.7843316197395325,6.576079845428467,-4.875814914703369,-3.1767609119415283,-5.538258075714111,blues
Dataset/blues\blues.00012.wav,-207.23829650878906,132.82740783691406,-15.454079627990723,60.98097229003906,0.7190263271331787,12.461328506469727,1.163385033607483,-1.5329198837280273,-17.89584732055664,8.360363006591797,-2.459650754928589,-0.5846390724182129,0.37226447463035583,blues
Dataset/blues\blues.00013.wav,-209.80392456054688,124.46475982666016,10.309393882751465,47.016357421875,6.478227138519287,15.415120124816895,-2.015941619873047,6.7262187004089355,-21.543222427368164,10.72083568572998,-5.532846450805664,-2.195727586746216,-3.0491857528686523,blues
Dataset/blues\blues.00014.wav,-305.66436767578125,113.0710220336914,12.10733413696289,45.05219650268555,17.734384536743164,14.590070724487305,4.147995948791504,0.22631137073040009,-7.021586894989014,13.646476745605469,8.914210319519043,1.303798794746399,5.954979419708252,blues
Dataset/blues\blues.00015.wav,-238.51962280273438,120.10218811035156,-4.22194766998291,42.294593811035156,5.923821926116943,13.911397933959961,5.350523948669434,1.895267128944397,-16.92808723449707,12.343145370483398,3.938899517059326,-1.396682858467102,0.0130277369171381,blues
Dataset/blues\blues.00016.wav,-233.77281188964844,120.66433715820312,-3.1640923023223877,39.514827728271484,3.831524133682251,18.828155517578125,-3.678738594055176,4.425468444824219,-14.96492862701416,17.57147789001465,1.8461248874664307,2.55008864402771,-1.2302390336990356,blues
Dataset/blues\blues.00017.wav,-245.68724060058594,140.4812469482422,-2.7912185192108154,60.40451431274414,18.903512954711914,9.828393936157227,3.563823938369751,0.5228625535964966,-16.378488540649414,6.6293535232543945,7.258424282073975,-4.02123498916626,1.6011247634887695,blues
Dataset/blues\blues.00018.wav,-252.48178100585938,104.94515991210938,15.2964448928833,42.68783950805664,6.77045202255249,21.611764907836914,-1.3111783266067505,5.6817450523376465,-16.636873245239258,12.169349670410156,-1.9619532823562622,1.9602652788162231,-0.8982277512550354,blues
Dataset/blues\blues.00019.wav,-236.67947387695312,138.4055938720703,-4.930479526519775,47.65449905395508,5.15785026550293,8.887805938720703,0.4874057471752167,-3.788341999053955,-14.98486614227295,10.428945541381836,-0.34138408303260803,0.7833588719367981,1.780983805656433,blues
Dataset/blues\blues.00020.wav,-230.36378479003906,127.07772827148438,7.114696502685547,39.76705551147461,1.9217218160629272,17.410606384277344,-5.626917839050293,8.2406644821167,-18.11604118347168,13.844724655151367,-3.757110834121704,2.5798490047454834,-4.316714286804199,blues
