mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,filename,label
-0.9088323574572862,1.3003812962186307,-1.4623008849425865,-0.13304466421173608,-1.3361030117891073,0.7256972845388614,-0.7967235436410811,0.01634368390344977,-1.2428349406455388,0.502634416409897,0.07046363168309916,1.1763532706107125,0.37016993522727953,classical.00000.wav,classical
-1.4099653914381736,1.2376440211134079,-1.045943810299171,-0.19977512078940307,-1.2457021578535756,0.7032408116542019,-0.31922948706505,-0.41139677811981634,-0.8006789650848891,-0.6611227200516936,-0.5245378433286644,0.3342599337243895,1.4932509661699325,classical.00001.wav,classical
-0.6136031138647989,1.4613812181088799,-1.4911541581157803,0.2038227634122207,-1.6366464420335602,1.204150267152299,-0.9089077184314364,0.23694836111804712,-1.8467727550683868,0.04759385846170064,-1.1508920061465555,1.2937905687278086,0.35055945069463107,classical.00002.wav,classical
-1.4351345960385011,1.0552026517271627,-1.302690414072314,0.6116054753054624,-0.6636130027033905,0.9927138032253,0.08008795147655391,-1.1028606595071522,0.00930304180516747,0.18906148678857101,0.5885735613038606,0.20333111162530457,1.8755435961345526,classical.00003.wav,classical
-0.8346930606638736,0.8043269639022579,-1.533888936084613,0.26602935069146527,-1.647410433899324,0.05737121437525841,-1.4012968771974768,0.21197881695362597,-0.21178587857001954,0.6103477743700833,-2.1074530972429213,-0.5059002105064602,-0.5128797072822655,classical.00004.wav,classical
-0.874005008105591,1.374341437228397,-1.2796409996554354,0.6345455335931289,-0.8280611284006103,-0.29539149390273006,-0.9909236180789632,-0.08503974046928825,-0.7077386714527139,0.27499479972819857,-0.7977262499905748,0.18236845115992367,-0.23725156182730484,classical.00005.wav,classical
-1.1564002921676895,1.2665152750930253,-0.9262323939060639,0.8180638434460751,-0.7141490939151482,-0.06674688811218112,-0.997778988985761,0.0877355591265754,-0.5885339119237516,0.07204423830431479,-0.768409281627917,0.42869503943145965,0.8933193438704327,classical.00006.wav,classical
-1.0751771697779786,1.307544106737773,-1.0185202323491966,0.5605228072046599,-0.7463203731650969,-0.27801924872768474,-0.6025712244382536,-0.1799635230642625,-0.036250894466366076,0.35476792212270525,0.0462135832427475,-0.01724701742701145,-0.1594291256281301,classical.00007.wav,classical
-1.1229667156110619,1.0659093706106957,-1.2710827120773764,0.6092676456534563,-1.0380579834012822,-0.4481336588352961,-1.2061430217643778,0.1699597090528031,-0.36163068303023843,0.3640856296482675,-0.8507960449871749,0.5446306374170226,0.6688024916663871,classical.00008.wav,classical
-1.6971203603261626,1.4222502714840575,-0.181189861130323,0.9706459844090427,-0.9768624704024726,0.09747270880051132,-0.6264090289657697,-0.11620126838527958,-0.5161504423388272,0.6686204467405742,-0.5754704737770291,0.31708234903161864,0.35057615377444634,classical.00009.wav,classical
-1.3285610676363786,1.0940182630166106,-1.2260156392979389,0.1946210783614023,-0.9870129956138985,-0.1834125302966062,-0.7812369994834496,-0.4428641693098798,-0.6029925936520123,0.3028893329043268,0.17432330037544874,1.062490959704509,1.2737921973902286,classical.00010.wav,classical
-1.9594365024150118,2.5297278471911606,-0.3220506269886498,-0.21073503008808678,0.3085112242324481,-1.3358354070128877,-0.4089741998502886,-1.357724887184282,-0.000900260336999714,-0.0015948661344361611,0.6356821318292156,-0.46126809929040424,-0.03807603236714029,classical.00011.wav,classical
-1.7565401901463689,1.5439285998848309,-0.7680458994781179,0.18321130996959156,-0.1101676099849145,-0.8919261714691374,-0.5833016816231226,-1.0189659444389352,-0.5972091918748369,-0.08481237436007817,9.7927984495203e-05,0.35794321558843967,1.4705314244306538,classical.00012.wav,classical
-1.5808489980416263,1.4313340072840195,-0.8563303273525026,0.28779701987517853,-0.522299701361903,-0.6470846869569219,-0.8684947743988068,-0.5649540081913654,-0.20829111211079365,0.529120346140624,0.1167902542264257,0.15937492044484328,-0.010566290443130231,classical.00013.wav,classical
-1.4148810956067959,1.6595785117881312,-1.3640436950222232,-0.020674894461448844,-0.5940587767607867,-1.2993871034220157,-1.0750294456571858,-1.1591216945159528,-0.44980921110132766,-0.42360188803838056,-0.5846835270096525,-0.44173835490846,0.7790856292584857,classical.00014.wav,classical
-2.5348027185130957,0.9835142352645744,-0.8094656217853221,-0.01752240653160895,-0.705107688340018,-0.7133223352518709,-0.4304925662129656,0.5565915065984561,0.9241906832858054,1.462080091531994,0.9960534174371427,0.6404398530923354,1.382914151334199,classical.00015.wav,classical
-2.8314403788214157,1.8679153273400808,-0.12352686549996574,0.12535368006441122,-0.36304111126592026,-0.16304748871187105,-0.24019538763786408,0.45295440216585253,0.09525259106918997,0.08991892113866329,-0.8815006401079291,-0.413696032603793,0.174083804894866,classical.00016.wav,classical
-1.297582742841683,1.6853632743475795,-1.4363070022158317,-1.0917653148570863,-1.3295987779599556,-0.8040525340350911,-1.10735251031862,-0.5107614163672606,-0.6962765844286101,-0.25450949850742655,-0.10620824242909363,0.9037184398544585,1.415393237641512,classical.00017.wav,classical
-2.1413304214068387,1.5977524564127796,0.0694500799370546,-0.2932799206815102,0.6079710611362877,-1.1587975302548723,-0.3431593400626926,-0.8259235093279255,0.4308969634015648,0.398543703528464,1.1217982001963551,0.14101841113512617,1.4982751352167194,classical.00018.wav,classical
-2.7707472121900047,1.4727784671645043,-0.2818780828129378,0.39379652130087045,-0.15486834195909052,-0.3629935271414108,0.27040899973907884,0.4433174635793395,0.7783214135307631,0.4481995490596661,-0.5629753120124396,-0.3149367508397438,0.7388797967285691,classical.00019.wav,classical
-1.2020255486271276,2.053772980116156,-1.0097660105396233,0.013990372695312635,-0.4504357843279701,-0.6977159178321483,-0.9331179934276728,-0.5745122241161401,-0.3375484221630404,0.3076662954587101,-0.5765327944650601,-0.6175815575765311,-0.11986198156610829,classical.00020.wav,classical
-0.9980450387855738,1.661545517590739,-1.3466967849679892,-0.46369852542689266,-1.0384186937726767,-1.4885577535503307,-1.1815640437699904,-0.6710772947225638,-0.3914135534291965,-0.3998489927560721,-1.1394035888621274,-0.4663028474701711,0.21508791679957046,classical.00021.wav,classical
